token;freq
め;5
そ;2
永;7
遠;1
笠;3
置;2
派;6
尾;5
紀;11
印;1
当;1
雪;6
荷;4
多;7
刀;11
活;2
打;4
突;3
位;2
残;1
有;5
効;1
刃;2
筋;1
木;27
面;2
甲;1
胴;1
垂;1
振;2
扇;1
七;5
つ;4
罪;1
kʷ;12
s̺;2
tʲ;2
√;13
├;93
└;80
ֶ;9
ן;46
ֹ;13
ं;54
द;59
ँ;9
च;46
ब;42
ए;6
ी;95
छ;10
आ;10
ठ;18
ै;18
ल;59
उ;11
इ;11
ई;8
ड;18
़;14
ज;34
ख;11
ꞡ;1
ꞣ;1
ꞥ;1
ꞧ;1
ǂ;1
ǁ;1
ǀ;2
შ;6
დ;11
ქ;3
ш;93
″;12
¨;4
后;2
ʀʲ;1
kʲ;3
ɨ;8
ҥ;2
∇;2
ٕ;23
ⲉ;34
ⲓ;30
ⲟ;40
ⲣ;25
ⲫ;4
ⲁ;33
ጥ;1
ቁ;2
ዓ;2
ባ;12
ꜥ;7
ʹ;4
∪;8
ℵ;6
⇐;1
ȣ;2
■;5
教;3
哲;6
श;30
⟶;3
№;1
™;3
読;4
ふ;8
ほ;2
サ;4
s̻;1
z̻;2
ɴ̩;1
t̠;1
͡;5
ɕ;2
d͡ʑ;2
ʑ;2
ȵ;1
t͡s;12
ɸ;2
ɯ;4
d͡z;2
丁;2
や;2
ゆ;2
よ;10
mʲ;2
例;1
əː;1
ध;15
⁰;2
t͡ʃ;8
ɫ;5
ʔ;53
♇;1
⯓;1
≳;1
ک;20
؟;2
ﺭ;2
ﺍ;5
ﺧ;1
ﺎ;5
ﻧ;3
ﻢ;1
ﻛ;1
ﻴ;4
ﻞ;1
ﻦ;4
ﺗ;2
ﺷ;3
ﺶ;1
ﺳ;5
ﺐ;3
ﺩ;3
ﺖ;1
ﺘ;2
ﮔ;1
ﺮ;1
ﻡ;1
切;2
腹;1
藤;37
良;6
房;2
波;5
ว;18
ิ;16
ท;8
ย;11
ุ;18
略;2
d͡ʒ;2
t͡ʃʰ;1
ӡ;1
ĭ;12
寿;2
司;6
̤;1
̥;2
⸮;1
‽;2
🙃;1
顔;1
字;4
ム;5
益;1
◕;2
✿;1
๏;2
̯;1
ᶘ;1
ᵒ;16
ᴥ;1
ᶅ;1
ಠ;2
ㅅ;5
ㅁ;2
ㅎ;1
ㅍ;1
ㅜ;7
ㅠ;4
ㅡ;7
囧;7
崮;1
莔;1
商;2
興;3
卣;1
槑;2
呆;1
鼠;1
蝦;1
夷;2
村;23
麻;6
呂;1
桓;2
北;12
鎌;3
倉;4
幕;1
府;1
徳;7
川;25
康;7
政;4
奉;2
還;1
征;2
将;3
守;3
護;1
ⵜ;5
ⵉ;5
ⵏ;6
ⵔ;3
ソ;3
ª;4
★;1
⊆;21
⊊;4
∃;2
ŧ;2
浜;2
松;23
冨;1
磐;1
須;1
賀;2
湖;1
式;1
พ;16
ร;52
ะ;15
น;20
ค;6
ศ;8
ี;5
อ;16
ธ;5
า;39
ก;19
ง;14
เ;17
ม;21
ห;11
ถ;2
ไ;4
ฟ;1
แ;1
่;6
ป;5
ณ;5
ฑ;1
จ;16
ด;14
์;9
โ;4
บ;7
ส;8
ล;10
ต;7
ฆ;1
ั;17
ی;137
‌;10
路;3
桑;1
ू;9
ู;7
↓;5
↑;3
克;2
♁;1
🜨;1
ᄑ;4
ᄐ;7
ᅯ;3
ᄁ;2
ᇀ;2
ᅱ;2
ᄍ;1
断;2
全;5
ஃ;1
க;48
ி;47
ற;6
ல;23
ய;23
ர;42
எ;9
ழ;6
த;28
ஜ;6
ஷ;2
ஸ;4
ஹ;2
ஶ;1
ந;24
ா;45
ப;24
ை;10
ே;14
ீ;3
ஒ;2
ூ;1
அ;8
வ;20
ெ;12
ம;23
ண;7
ங;6
ள;5
இ;7
ஆ;2
ச;17
ஞ;1
ఐ;1
ఔ;1
అ;4
వ;12
ు;25
న;37
స;8
ం;16
ఖ;1
్;32
య;14
శ;2
భ;1
ో;5
ద;8
ఎ;3
ల;9
ా;23
చ;3
ే;7
త;5
బ;3
గ;4
ఉ;4
ీ;2
డ;8
క;11
ి;19
ప;2
ర;12
హ;4
ె;11
థ;1
ట;4
మ;4
ూ;2
జ;2
ధ;1
ౖ;1
ళ;2
ఫ;1
ౌ;1
佐;15
市;6
郡;1
♅;1
⛢;1
̕;3
✝;15
𐬬;1
𐬍;1
𐬗;1
𐬌;1
𐬭;1
𐬀;1
վ;11
ճ;1
ի;20
ռ;1
چ;4
ϕ;4
金;10
ն;29
ღ;5
达;1
羽;6
书;3
藩;2
札;1
ロ;8
最;1
強;4
戦;3
ͅ;7
楞;2
伽;2
曹;1
洞;2
价;1
智;10
詵;1
祖;2
丈;1
懷;1
黃;4
檗;2
希;9
運;2
臨;1
濟;1
義;11
隱;1
元;4
琦;1
門;5
偃;1
不;4
碧;2
巖;1
錄;1
哀;1
空;3
﨑;2
統;2
後;14
白;11
河;8
朱;11
熹;1
桜;3
如;1
ਓ;2
ਮ;7
ਪ;5
੍;6
ਰ;12
ਕ;3
ਾ;10
ਸ;6
਼;5
ੁ;2
ੀ;5
令;2
辉;2
կ;10
տ;8
ո;21
հ;6
մ;7
ձ;1
ւ;8
յ;13
土;5
井;38
桂;1
岡;9
野;23
鉄;2
ᠴ;1
ᠢ;4
ᠩ;1
ᠭ;3
ᠰ;2
ᠬ;2
ᠠ;4
ᠨ;4
ᠲ;2
ᠡ;2
ᠮ;2
ᠦ;3
ᠵ;1
末;1
涼;1
親;7
諶;1
龍;7
園;4
็;4
ช;8
夏;9
至;3
満;3
ظ;20
ھ;7
ٹ;5
杨;5
利;7
伟;4
刘;9
备;1
織;3
李;12
念;2
ჩ;2
超;5
猫;3
椿;1
张;2
帅;2
ث;33
☮;1
权;2
滿;1
满;1
赖;2
安;16
朗;4
ᅨ;2
布;1
助;2
江;4
淳;3
岩;4
ត;14
ា;21
ម;12
៉;6
ុ;14
ក;12
伊;9
功;1
ץ;6
ֳ;3
優;7
翎;3
葛;2
飾;2
斎;3
渡;3
辺;1
謙;3
њ;7
ћ;46
冷;2
泉;3
清;10
張;4
胡;2
锦;1
涛;1
濱;2
釜;2
足;6
ذ;21
ਨ;2
ਹ;2
ಸ;2
೦;2
ಕ;4
್;9
ರ;7
ಾ;10
ತ;5
ಿ;7
ษ;2
้;10
ข;1
端;1
成;6
駒;2
ภ;7
宋;7
欽;1
ເ;2
ຈ;2
ົ;3
້;3
າ;6
ມ;4
ະ;3
ຫ;3
ຊ;1
ີ;2
ວ;4
ິ;2
ດ;1
ສ;4
່;1
ງ;3
ణ;1
צ;12
װ;1
喜;6
庭;3
耕;2
谷;11
口;4
地;5
塚;6
石;14
貴;4
雅;8
寛;4
泰;6
橋;16
尚;4
昆;2
ہ;8
پ;13
丹;3
同;2
棪;1
ഭ;1
ര;3
ത;1
ന;5
്;7
‍;3
速;1
亮;3
艺;1
谋;1
梠;1
ј;30
由;8
起;2
丸;3
権;3
左;4
衛;8
绪;1
ക;3
േ;2
സ;2
ി;4
ാ;4
യ;3
ർ;2
ृ;8
研;1
植;2
芝;2
進;4
純;1
彭;2
恩;1
来;3
珠;1
奈;7
黒;7
章;6
瞳;2
佳;3
杉;3
弘;7
堀;3
茂;6
ට;3
ි;10
ර;12
ෙ;9
ා;9
න;12
්;16
ෆ;1
ැ;2
ඩ;2
深;5
見;3
梨;32
加;8
ស;25
ឺ;4
ង;13
ថ;4
ញ;3
់;9
関;4
΄;11
湯;1
秀;9
樹;5
澤;8
郭;2
發;1
斉;1
嵐;1
壽;1
依;1
嵯;1
峨;1
ಡ;2
ಶ;1
ವ;4
ು;2
ಮ;5
ೕ;2
ಜ;2
船;3
敏;3
若;2
孝;5
俊;7
晖;1
婷;2
榮;1
អ;7
៊;8
ិ;6
ន;28
ំ;3
ܚ;1
ܕ;2
ܒ;2
ܢ;3
ܝ;6
ܣ;1
ܪ;5
ܫ;2
ܐ;6
ܬ;1
劉;3
沛;1
侯;1
ច;5
ៅ;1
ែ;2
ល;4
爾;2
॰;4
菊;3
輔;4
德;3
鵜;1
ハ;7
忠;10
場;1
潘;1
展;1
室;3
萩;1
අ;1
ජ;2
ු;5
ණ;1
ත;5
ං;2
ග;2
亜;4
қ;2
ұ;9
ғ;4
瑋;1
峰;2
慎;1
美;19
洋;4
憲;1
阿;4
翔;2
内;5
早;2
滝;1
ำ;2
吉;7
ս;22
զ;3
ե;11
望;3
怡;3
蔵;4
荒;2
伸;1
吾;3
浦;4
ឹ;3
វ;7
茜;2
ฐ;2
央;4
ዘ;1
ዲ;1
乐;2
棣;2
龚;1
品;1
ហ;7
្;18
ធ;1
弓;2
節;7
ֲ;2
祭;4
雛;1
板;1
友;2
観;2
世;5
栄;3
城;3
گ;6
虫;1
勉;1
অ;2
旭;3
亘;1
修;2
服;2
錦;1
আ;4
হ;13
়;7
ව;7
ක;5
ද;4
ඇ;1
ල;3
බ;2
ප;2
梦;2
勇;3
淵;1
津;6
單;1
璽;1
杏;1
陳;3
省;1
六;2
偉;4
聡;4
年;12
藝;1
増;1
久;10
ួ;3
ជ;5
健;4
ⵎ;4
ⵓ;4
ⵙ;7
ⴰ;10
羅;4
福;5
亀;4
賢;2
郝;1
駿;1
戚;2
繼;2
འ;4
ཇ;2
ི;4
ག;5
ས;8
་;25
མ;4
ེ;7
ད;7
ྨ;1
ང;5
ཆ;1
ན;5
།;1
圭;2
洁;1
庆;2
穂;3
富;2
祥;3
也;8
臥;1
თ;4
保;4
任;2
ү;5
ਅ;3
ੰ;4
ਿ;6
ਤ;5
ੇ;2
ਗ;2
ੱ;2
ਲ;2
थ;9
宾;3
雁;2
陈;6
毅;2
醍;2
醐;2
蒲;1
幸;6
晃;2
瀬;2
ྟ;2
ཛ;2
ར;2
ྒ;2
ྱ;4
ཚ;3
ོ;2
ә;3
南;3
ូ;5
紫;4
琼;1
മ;2
ജ;1
ൈ;1
റ;3
ശ;1
ള;1
ൻ;3
焦;1
槇;1
彦;3
潔;1
є;10
篠;1
悠;3
殿;2
雀;2
ﮨ;1
ঘ;1
魏;1
芳;3
ں;1
ֱ;2
־;1
寶;3
佑;1
粥;1
溥;2
仪;1
葉;6
է;1
լ;4
ঙ;3
港;1
顾;1
祝;3
պ;5
ջ;9
军;1
霞;2
翠;1
ᅬ;7
景;2
彪;1
開;3
渚;2
順;2
鸞;2
ឈ;1
赵;5
阳;2
থ;4
ঠ;3
梁;2
啟;2
次;6
ძ;8
သ;14
န;36
့;29
်;92
၊;1
ဥ;3
ီ;14
း;48
ី;6
រ;6
ះ;2
博;5
嘉;2
靖;2
厚;1
骢;1
ⵍ;5
ⵡ;2
ⴻ;4
ⴱ;3
馨;1
芮;2
թ;6
琢;1
օ;1
毛;3
桐;2
屋;3
油;1
咲;3
દ;3
ચ;2
ગ;1
ધ;1
秦;2
ზ;2
掛;1
廣;2
宣;2
瞻;2
基;2
慶;2
建;1
源;6
実;4
崑;2
脇;3
綾;2
防;1
卫;1
芦;2
均;1
趙;1
薇;2
豊;3
肖;1
扬;1
齊;1
燁;1
鳥;2
鑑;1
農;3
奴;3
解;3
放;3
农;1
ผ;1
ឡ;2
近;3
凌;1
泽;2
颖;1
љ;5
嶺;3
献;2
ओ;4
吐;1
浅;4
云;2
谭;1
ណ;1
留;1
栗;1
প;4
越;4
創;1
糸;1
辰;4
亦;1
静;2
九;5
航;1
鄭;1
比;2
乃;5
玲;1
韦;2
丽;2
ཕ;1
ུ;1
ฒ;1
審;2
畑;3
介;9
鈴;6
ಬ;1
ನ;1
ೆ;2
ಣ;3
ಉ;1
ಪ;3
祐;3
未;4
可;2
麗;2
渋;3
恵;3
棍;1
吳;1
ছ;2
熊;1
菜;2
拙;1
貞;1
危;2
蟋;2
蟀;2
狩;1
沼;1
稲;2
逸;2
仙;2
ە;2
ڵ;1
崇;2
诚;1
晏;1
嗣;2
稔;1
余;1
ບ;2
ຸ;2
ນ;5
ອ;3
ຳ;1
ປ;1
ັ;1
ກ;2
維;1
ዳ;3
ማ;4
ዊ;5
ኒ;1
ክ;1
尊;1
ਜ;2
ਣ;1
ਘ;1
資;3
昌;4
拓;1
哉;3
晓;3
來;2
嶋;1
初;1
ඳ;1
ස;4
ී;1
ໄ;1
ພ;1
矢;1
箴;1
条;4
按;1
針;1
獨;2
歩;3
楠;1
儀;3
季;2
柏;1
住;1
臼;1
甕;1
男;5
घ;2
ܡ;6
ᠶ;1
ᠷ;1
ө;4
គ;4
ោ;3
今;1
羊;1
宝;1
溫;1
ኤ;3
ዎ;4
ጣ;4
ቴ;2
兵;1
精;1
峯;1
紗;1
慈;3
禧;2
鍾;1
ろ;1
萌;3
々;5
鳳;5
瑤;1
隼;2
ট;2
于;1
團;1
勝;3
宏;2
沫;1
茉;2
輝;3
យ;1
祇;1
規;2
鎮;1
េ;1
棋;1
沖;1
善;1
卿;1
ព;1
ប;1
ទ;1
ឌ;1
鲁;1
迅;1
树;1
衣;3
华;3
锋;1
苏;1
铸;1
ฬ;2
曼;1
玉;4
渦;1
麿;1
ף;1
ፋ;1
ሲ;1
წ;1
ૂ;1
耀;1
媛;1
娜;1
延;1
凡;1
舞;1
岳;2
向;1
ම;3
晔;3
暑;2
邓;1
劍;3
ஐ;1
栋;1
ቀ;4
ላ;2
ሴ;2
磯;1
ⵄ;2
ⴷ;1
龄;1
洲;1
芥;1
筒;1
淡;1
相;1
尔;1
宓;1
冠;1
焼;1
乾;1
覺;1
曆;1
饗;1
篁;1
禎;1
ฎ;1
矩;1
舟;1
聖;2
曲;1
դ;1
才;1
洛;3
വ;1
ഗ;2
ു;1
ಂ;2
ಟ;1
ೃ;1
ಷ;1
ೂ;1
潤;4
ळ;2
前;6
綱;1
ខ;1
ៀ;1
ផ;1
造;2
丰;1
恒;2
晴;2
袁;1
ড;2
行;3
那;1
片;2
姚;1
橘;1
ය;1
尻;1
丘;1
願;2
ژ;1
芭;1
蕉;1
酒;1
繁;1
沈;1
從;1
裕;1
എ;1
െ;1
ആ;1
ണ;1
鬼;2
薫;1
િ;1
લ;1
巳;1
冬;1
陞;1
貝;1
ॅ;2
申;2
彰;2
车;2
婉;2
冯;1
坤;1
藍;1
唯;1
憂;1
詮;1
岐;1
頼;1
芸;1
ղ;1
ց;1
児;1
茅;2
蕭;1
勲;1
琴;1
首;1
ժ;1
驹;1
չ;1
恭;1
條;1
機;2
師;3
蔣;2
浩;1
萱;1
sˤ;1
京;2
ዞ;6
ከ;2
ጋ;1
ሽ;2
ሜ;1
ና;1
ሕ;4
ሪ;2
ቡ;2
県;1
弥;1
҆;1
丑;1
侍;1
士;3
盾;1
鏑;1
賤;1
ヶ;1
槍;1
ື;1
₦;2
瓜;1
ɛ̯;1
o̯;1
˘;1
ѧ;1
ɡʷʰ;1
ﬁ;8
ﬂ;1
l̥;2
ʀ̥;2
⁄;6
ґ;1
ɬ;1
lː;1
オ;3
蘭;3
𐤀;2
𐤓;2
𐤌;3
𐤉;2
𐡀;2
𐡓;1
𐡌;1
𐡉;1
劫;1
故;1
固;1
個;1
粉;1
呼;2
己;1
黎;2
靬;1
☉;2
ရ;18
ှ;9
ိ;27
ပ;40
ါ;23
တ;33
င;22
မ;43
ေ;39
ာ;58
ွ;21
ဖ;3
ု;25
ြ;15
ည;8
က;39
လ;24
ယ;30
အ;6
ဝ;2
ဈ;3
ဒ;8
စ;10
ျ;15
ဘ;6
ဲ;13
ူ;9
ခ;7
ဗ;6
ဇ;2
ံ;1
ဂ;2
္;2
ဟ;5
ထ;1
ဆ;2
⁺;3
‡;1
𥝤;1
鸭;4
砂;1
疆;3
酸;1
沙;3
果;1
盖;1
蜜;1
诗;2
经;3
檖;2
杜;2
棠;4
甘;2
氾;1
椄;1
廋;1
接;1
枝;1
徽;1
辽;1
宁;1
砀;1
酥;1
离;1
魄;1
吸;1
霜;1
õ;1
反;2
球;2
运;1
动;1
aˀ;1
ঋ;2
ᶜ;59
宿;5
婁;1
胃;1
官;2
氏;3
阴;1
巫;1
咸;1
昴;1
畢;1
廪;1
車;6
‒;2
ٶ;1
辦;1
軟;1
體;1
套;1
裝;1
ٸ;1
ٴ;1
參;1
֣;2
ऋ;2
斗;2
樞;1
璇;1
璣;1
權;1
衡;1
搖;1
破;3
